ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	NOTE	POS	CONCEPTICON_GLOSS
3473	YornoSo	cotton	nàmú	nàmú	n à/a m ú/u		noun	COTTON
2376	BankanTey	cough (verb only)	kósíyé	kósíyé	k ó/o s í/i j é/e		verb	COUGH
2377	BenTey	cough (verb only)	kógúsó	kógúsó	k ó/o ɡ ú/u s ó/o		verb	COUGH
2378	Bunoge	cough (verb only)	tígè	tígè	t í/i ɡ è/e		verb	COUGH
2379	DogulDomKundialang	cough (verb only)	kósgè	kósgè	k ó/o s ɡ è/e		verb	COUGH
2380	DonnoSo	cough (verb only)	kódùgè:\\kódùgìỳ	kódùgè:	k ó/o d ù/u ɡ è:/eː		verb	COUGH
2381	Gourou	cough (verb only)	kógúzó	kógúzó	k ó/o ɡ ú/u z ó/o		verb	COUGH
2382	JamsayDouentza	cough (verb only)	kógójó	kógójó	k ó/o ɡ ó/o dʒ ó/o		verb	COUGH
2383	JamsayMondoro	cough (verb only)	kógójó	kógójó	k ó/o ɡ ó/o dʒ ó/o		verb	COUGH
2384	Mombo	cough (verb only)	kórólè	kórólè	k ó/o r ó/o l è/e		verb	COUGH
2385	Najamba	cough (verb only)	kóllí	kóllí	k ó/o l l í/i		verb	COUGH
2386	Nanga	cough (verb only)	kósó	kósó	k ó/o s ó/o		verb	COUGH
2387	Penange	cough (verb only)	kóródè	kóródè	k ó/o r ó/o d è/e		verb	COUGH
2388	PergeTegu	cough (verb only)	kókúsó	kókúsó	k ó/o k ú/u s ó/o		verb	COUGH
2389	TebulUre	cough (verb only)	kónó	kónó	k ó/o n ó/o		verb	COUGH
2390	Tiranige	cough (verb only)	kóródó	kóródó	k ó/o r ó/o d ó/o		verb	COUGH
2391	TogoKan	cough (verb only)	kójùgù, kógùjù	kójùgù	k ó/o dʒ ù/u ɡ ù/u		verb	COUGH
2392	TomoKanDiangassagou	cough (verb only)	kúgújí	kúgújí	k ú/u ɡ ú/u dʒ í/i		verb	COUGH
2393	TomoKanSegue	cough (verb only)	kùʔìjí	kùʔìjí	k ù/u ʔ ì/i dʒ í/i		verb	COUGH
2394	ToroTegu	cough (verb only)	kósíy\\kósíyó	kósíy	k ó/o s í/i j		verb	COUGH
2395	YandaDom	cough (verb only)	kóndúnó\\kóndúnólì	kóndúnó	k ó/o ⁿd ú/u n ó/o		verb	COUGH
2396	YornoSo	cough (verb only)	kójúgɛ́:\\kójúgí:	kójúgɛ́:	k ó/o dʒ ú/u ɡ ɛ́:/ɛː		verb	COUGH
10523	BankanTey	count, recite numbers	lùwô: lúwó	lùwô:_lúwó	l ù/u w ôː/oː + l ú/u w ó/o		verb	COUNT
10524	Bunoge	count, recite numbers	dígórù dígórè	dígórù_dígórè	d í/i ɡ ó/o r ù/u + d í/i ɡ ó/o r è/e		verb	COUNT
10525	DogulDomKundialang	count, recite numbers	nùgé, jàté	nùgé	n ù/u ɡ é/e		verb	COUNT
10526	DonnoSo	count, recite numbers	yùgê: yùgó	yùgê:_yùgó	j ù/u ɡ ê:/eː + j ù/u ɡ ó/o		verb	COUNT
10527	Gourou	count, recite numbers	lùgó lúgó	lùgó_lúgó	l ù/u ɡ ó/o + l ú/u ɡ ó/o		verb	COUNT
10528	JamsayDouentza	count, recite numbers	lùgó lúgó	lùgó_lúgó	l ù/u ɡ ó/o + l ú/u ɡ ó/o		verb	COUNT
10529	Mombo	count, recite numbers	nógé	nógé	n ó/o ɡ é/e		verb	COUNT
10530	Najamba	count, recite numbers	nìgìlŋgán nìgíl\\nìgìlè, játɛ̀ játɛ́	nìgìlŋgán_nìgíl	n ì/i ɡ ì/i l ŋ ɡ á/a n + n ì/i ɡ í/i l		verb	COUNT
10531	Nanga	count, recite numbers	lùgô lúgó	lùgô_lúgó	l ù/u ɡ ô/o + l ú/u ɡ ó/o		verb	COUNT
10532	Penange	count, recite numbers	nùgù núgé	nùgù_núgé	n ù/u ɡ ù/u + n ú/u ɡ é/e		verb	COUNT
10533	PergeTegu	count, recite numbers	lùgó lúgó	lùgó_lúgó	l ù/u ɡ ó/o + l ú/u ɡ ó/o		verb	COUNT
10534	Tiranige	count, recite numbers	núgó	núgó	n ú/u ɡ ó/o		verb	COUNT
10535	TogoKan	count, recite numbers	lùgó lúgó	lùgó_lúgó	l ù/u ɡ ó/o + l ú/u ɡ ó/o		verb	COUNT
10536	TommoSoTongoTongo	count, recite numbers	nìgíyé nígé	nìgíyé_nígé	n ì/i ɡ í/i j é/e + n í/i ɡ é/e		verb	COUNT
10537	ToroTegu	count, recite numbers	lúgú\\lúgó	lúgú	l ú/u ɡ ú/u		verb	COUNT
10538	YandaDom	count, recite numbers	lùgò lùgó	lùgò_lùgó	l ù/u ɡ ò/o + l ù/u ɡ ó/o		verb	COUNT
10539	YornoSo	count, recite numbers	lùgê: lúgó	lùgê:_lúgó	l ù/u ɡ ê:/eː + l ú/u ɡ ó/o		verb	COUNT
5936	BankanTey	country, land	òzǒy	òzǒy	ò/o z ǒ/o j		noun	COUNTRY
5937	BenTey	country, land	ònjǒy	ònjǒy	ò/o ⁿdʒ ǒ/o j		noun	COUNTRY
5938	Bunoge	country, land	gàndà	gàndà	ɡ à/a ⁿd à/a		noun	COUNTRY
5939	DogulDomBendiely	country, land	jàmáná	jàmáná	dʒ à/a m á/a n á/a		noun	COUNTRY
5940	DogulDomKundialang	country, land	jàmàná	jàmàná	dʒ à/a m à/a n á/a		noun	COUNTRY
5941	DonnoSo	country, land	gándà	gándà	ɡ á/a ⁿd à/a		noun	COUNTRY
5942	Gourou	country, land	gáná	gáná	ɡ á/a n á/a		noun	COUNTRY
5943	JamsayDouentza	country, land	ùjùbǎy, ìjùbǎy, gáná	ùjùbǎy	ù/u dʒ ù/u b ǎ/a j		noun	COUNTRY
5944	Mombo	country, land	gándá	gándá	ɡ á/a ⁿd á/a		noun	COUNTRY
5945	Najamba	country, land	gwǎ:\\gwɛ̌:	gwǎ:	ɡ w ǎ:/aː		noun	COUNTRY
5946	Nanga	country, land	dòrⁿó ~ dɔ̀rⁿɔ́ ~ dùrⁿɔ́	dòrⁿó	d ò/o r̃ ó/o		noun	COUNTRY
5947	Penange	country, land	gándà	gándà	ɡ á/a ⁿd à/a		noun	COUNTRY
5948	PergeTegu	country, land	ùsùbǎy	ùsùbǎy	ù/u s ù/u b ǎ/a j		noun	COUNTRY
5949	TebulUre	country, land	gándá	gándá	ɡ á/a ⁿd á/a		noun	COUNTRY
5950	Tiranige	country, land	gàndá	gàndá	ɡ à/a ⁿd á/a		noun	COUNTRY
5951	TogoKan	country, land	gáná	gáná	ɡ á/a n á/a		noun	COUNTRY
5952	TommoSoTongoTongo	country, land	yàlú	yàlú	j à/a l ú/u		noun	COUNTRY
5953	ToroTegu	country, land	ìsó	ìsó	ì/i s ó/o		noun	COUNTRY
5954	YandaDom	country, land	gàná	gàná	ɡ à/a n á/a		noun	COUNTRY
5955	YornoSo	country, land	gánà	gánà	ɡ á/a n à/a		noun	COUNTRY
12263	BankanTey	cover the opening of (e.g. jar, with e.g. a cloth)	dɛ̌w\\dɛ́wâ	dɛ̌w	d ɛ̌/ɛ w		verb	COVER
12264	BenTey	cover the opening of (e.g. jar, with e.g. a cloth)	dɛ̌w, gòró	dɛ̌w	d ɛ̌/ɛ w		verb	COVER
12265	DogulDomBendiely	cover the opening of (e.g. jar, with e.g. a cloth)	yàmbùrɛ́	yàmbùrɛ́	j à/a ⁿb ù/u r ɛ́/ɛ		verb	COVER
12266	DonnoSo	cover the opening of (e.g. jar, with e.g. a cloth)	yɛ̀mbɛ̀rɛ́\\yɛ́mbìrì	yɛ̀mbɛ̀rɛ́	j ɛ̀/ɛ ⁿb ɛ̀/ɛ r ɛ́/ɛ		verb	COVER
12267	JamsayDouentza	cover the opening of (e.g. jar, with e.g. a cloth)	dɛ̀wɛ́, gòró	dɛ̀wɛ́	d ɛ̀/ɛ w ɛ́/ɛ		verb	COVER
12268	Mombo	cover the opening of (e.g. jar, with e.g. a cloth)	dɛ́bɛ́	dɛ́bɛ́	d ɛ́/ɛ b ɛ́/ɛ		verb	COVER
12269	Najamba	cover the opening of (e.g. jar, with e.g. a cloth)	yàmbí\\yàmbè	yàmbí	j à/a ⁿb í/i		verb	COVER
12270	Nanga	cover the opening of (e.g. jar, with e.g. a cloth)	dɛ̀wí	dɛ̀wí	d ɛ̀/ɛ w í/i		verb	COVER
12271	PergeTegu	cover the opening of (e.g. jar, with e.g. a cloth)	dɛ̀wɛ́	dɛ̀wɛ́	d ɛ̀/ɛ w ɛ́/ɛ		verb	COVER
12272	TogoKan	cover the opening of (e.g. jar, with e.g. a cloth)	gòró	gòró	ɡ ò/o r ó/o		verb	COVER
12273	TommoSoTongoTongo	cover the opening of (e.g. jar, with e.g. a cloth)	yàmbá	yàmbá	j à/a ⁿb á/a		verb	COVER
12274	ToroTegu	cover the opening of (e.g. jar, with e.g. a cloth)	dàpú\\dàpá	dàpú	d à/a p ú/u		verb	COVER
12275	YandaDom	cover the opening of (e.g. jar, with e.g. a cloth)	dǎ:\\dà:lí	dǎ:	d ǎ:/aː		verb	COVER
12276	YornoSo	cover the opening of (e.g. jar, with e.g. a cloth)	dɛ̀bɛ́\\dɛ̀bú	dɛ̀bɛ́	d ɛ̀/ɛ b ɛ́/ɛ		verb	COVER
4452	BenTey	covered oven (for roasting meat, chicken, etc.)	ùgî:	ùgî:	ù/u ɡ î:/iː		noun	OVEN
4453	DogulDomBendiely	covered oven (for roasting meat, chicken, etc.)	tɛ́ndɛ̀rɛ̀	tɛ́ndɛ̀rɛ̀	t ɛ́/ɛ ⁿd ɛ̀/ɛ r ɛ̀/ɛ		noun	OVEN
4454	JamsayDouentza	covered oven (for roasting meat, chicken, etc.)	ùgú, fû:r	ùgú	ù/u ɡ ú/u		noun	OVEN
4455	Mombo	covered oven (for roasting meat, chicken, etc.)	sìbyé // nàmà sìmbyé	sìbyé	s ì/i b j é/e		noun	OVEN
4456	Najamba	covered oven (for roasting meat, chicken, etc.)	fû:r	fû:r	f ûː/uː r		noun	OVEN
4457	Nanga	covered oven (for roasting meat, chicken, etc.)	pú:rì	pú:rì	p úː/uː r ì/i		noun	OVEN
4458	PergeTegu	covered oven (for roasting meat, chicken, etc.)	pú:rù	pú:rù	p úː/uː r ù/u		noun	OVEN
4459	TogoKan	covered oven (for roasting meat, chicken, etc.)	fú:r	fú:r	f úː/uː r		noun	OVEN
4460	TommoSoTongoTongo	covered oven (for roasting meat, chicken, etc.)	púúrú, nàmà ùgú	púúrú	p úː/uː r ú/u		noun	OVEN
4461	YornoSo	covered oven (for roasting meat, chicken, etc.)	nàwⁿàpùŋú	nàwⁿàpùŋú	n àwⁿ/ãu à/a p ù/u ŋ ú/u		noun	OVEN
85	BenTey	cow (female)	nà: yǎm	nà:_yǎm	n à:/aː + j ǎ/a m		noun	COW
86	JamsayDouentza	cow (female)	nàŋàná:	nàŋàná:	n à/a ŋ à/a n á:/aː		noun	COW
87	Mombo	cow (female)	ná: yɔ̀:	ná:_yɔ̀:	n á:/aː + j ɔ̀:/ɔː		noun	COW
88	Najamba	cow (female)	nɛ̀: yɛ̌:\\nàwò: yàwó:	nɛ̀:_yɛ̌:	n ɛ̀:/ɛː + j ɛ̌:/ɛː		noun	COW
89	Nanga	cow (female)	nàŋà yǎ:	nàŋà_yǎ:	n à/a ŋ à/a + j ǎ:/aː		noun	COW
90	TogoKan	cow (female)	nàŋà ná:	nàŋà_ná:	n à/a ŋ à/a + n á:/aː		noun	COW
91	TommoSoTongoTongo	cow (female)	nàà yàá	nàà_yàá	n àà/aː + j ǎ:/aː		noun	COW
92	ToroTegu	cow (female)	nàŋàyá	nàŋàyá	n à/a ŋ à/a j á/a		noun	COW
93	YandaDom	cow (female)	nà: yɛ̀\\mù	nà:_yɛ̀	n à:/aː + j ɛ̀/ɛ		noun	COW
94	YornoSo	cow (female)	nà: yǎ:	nà:_yǎ:	n à:/aː + j ǎ:/aː		noun	COW
4825	BankanTey	cow-pea	nùmî:	nùmî:	n ù/u m î:/iː		noun	BEAN
4826	BenTey	cow-pea	nùwⁿî:ⁿ	nùwⁿî:ⁿ	n ù/u w̃ î:ⁿ/ĩː		noun	BEAN
4827	Bunoge	cow-pea	nù:ŋgè	nù:ŋgè	n ùː/uː ŋ ɡ è/e		noun	BEAN
4828	DogulDomBendiely	cow-pea	núm	núm	n ú/u m		noun	BEAN
4829	DogulDomKundialang	cow-pea	nûm	nûm	n û/u m		noun	BEAN
4830	DonnoSo	cow-pea	nǔŋ	nǔŋ	n ǔ/u ŋ		noun	BEAN
4831	JamsayDouentza	cow-pea	nǐm	nǐm	n ǐ/i m		noun	BEAN
4832	JamsayMondoro	cow-pea	nǐm	nǐm	n ǐ/i m		noun	BEAN
4833	Mombo	cow-pea	núŋgé	núŋgé	n ú/u ŋ ɡ é/e		noun	BEAN
4834	Najamba	cow-pea	númbúŋgó\\númbé	númbúŋgó	n ú/u ⁿb ú/u ŋ ɡ ó/o		noun	BEAN
4835	Nanga	cow-pea	nìmî	nìmî	n ì/i m î/i		noun	BEAN
4836	Penange	cow-pea	númgé	númgé	n ú/u m ɡ é/e		noun	BEAN
4837	PergeTegu	cow-pea	núm	núm	n ú/u m		noun	BEAN
4838	TebulUre	cow-pea	nímé	nímé	n í/i m é/e		noun	BEAN
4839	Tiranige	cow-pea	nù:ŋgè	nù:ŋgè	n ùː/uː ŋ ɡ è/e		noun	BEAN
4840	TogoKan	cow-pea	nǐ:	nǐ:	n ǐ:/iː		noun	BEAN
4841	TommoSoTongoTongo	cow-pea	núm	núm	n ú/u m		noun	BEAN
4842	TomoKanSegue	cow-pea	ɲíʔíⁿ	ɲíʔíⁿ	ɲ/ɲ í/i ʔ íⁿ/ĩ		noun	BEAN
4843	ToroTegu	cow-pea	núm	núm	n ú/u m		noun	BEAN
4844	YandaDom	cow-pea	nǐm	nǐm	n ǐ/i m		noun	BEAN
4845	YornoSo	cow-pea	nǔm	nǔm	n ǔ/u m		noun	BEAN
14659	BankanTey	crooked, with several fairly sharp bends or curves (e.g. stick)	pùsùmú	pùsùmú	p ù/u s ù/u m ú/u		adjective	CROOKED
14660	BenTey	crooked, with several fairly sharp bends or curves (e.g. stick)	nùŋgùrú	nùŋgùrú	n ù/u ŋ ɡ ù/u r ú/u		adjective	CROOKED
14661	DonnoSo	crooked, with several fairly sharp bends or curves (e.g. stick)	gɔ̀nnú	gɔ̀nnú	ɡ ɔ̀/ɔ n n ú/u		adjective	CROOKED
14662	JamsayDouentza	crooked, with several fairly sharp bends or curves (e.g. stick)	pònùŋú	pònùŋú	p ò/o n ù/u ŋ ú/u		adjective	CROOKED
14663	Mombo	crooked, with several fairly sharp bends or curves (e.g. stick)	gɔ́ndɛ́ já:mbà	gɔ́ndɛ́_já:mbà	ɡ ɔ́/ɔ ⁿd ɛ́/ɛ + dʒ á:/aː ⁿb à/a		adjective	CROOKED
14664	Najamba	crooked, with several fairly sharp bends or curves (e.g. stick)	kɔ̀ndɔ̂:\\kɔ̀ndɛ̂:	kɔ̀ndɔ̂:	k ɔ̀/ɔ ⁿd ɔ̂:/ɔː		adjective	CROOKED
14665	Nanga	crooked, with several fairly sharp bends or curves (e.g. stick)	nɔ̀ŋìrⁿí	nɔ̀ŋìrⁿí	n ɔ̀/ɔ ŋ ì/i r̃ í/i		adjective	CROOKED
14666	PergeTegu	crooked, with several fairly sharp bends or curves (e.g. stick)	pònùŋgú	pònùŋgú	p ò/o n ù/u ŋ ɡ ú/u		adjective	CROOKED
14667	TogoKan	crooked, with several fairly sharp bends or curves (e.g. stick)	gòrùmgàràm káⁿ	gòrùmgàràm_káⁿ	ɡ ò/o r ù/u m ɡ à/a r à/a m + k áⁿ/a		adjective	CROOKED
14668	TommoSoTongoTongo	crooked, with several fairly sharp bends or curves (e.g. stick)	bílébàlàbílé, mémélú	bílébàlàbílé	b í/i l é/e b à/a l à/a b í/i l é/e		adjective	CROOKED
14669	ToroTegu	crooked, with several fairly sharp bends or curves (e.g. stick)	mùnú	mùnú	m ù/u n ú/u		adjective	CROOKED
14670	YornoSo	crooked, with several fairly sharp bends or curves (e.g. stick)	gɔ̀nú	gɔ̀nú	ɡ ɔ̀/ɔ n ú/u		adjective	CROOKED
10788	BankanTey	crowd, large gathering	zàmâ:	zàmâ:	z à/a m â:/aː		noun	CROWD
10789	BenTey	crowd, large gathering	jàwⁿâ:	jàwⁿâ:	dʒ àwⁿ/ãu â:/aː		noun	CROWD
10790	Bunoge	crowd, large gathering	já:mbà	já:mbà	dʒ á:/aː ⁿb à/a		noun	CROWD
10791	JamsayDouentza	crowd, large gathering	jámâ:, mɔ́:n	jámâ:	dʒ á/a m â:/aː		noun	CROWD
10792	Mombo	crowd, large gathering	búlúŋgù // jà:mbá	búlúŋgù	b ú/u l ú/u ŋ ɡ ù/u		noun	CROWD
10793	Najamba	crowd, large gathering	jàmâ:\\jàmâ:mbò	jàmâ:	dʒ à/a m â:/aː		noun	CROWD
10794	Nanga	crowd, large gathering	jàmâ	jàmâ	dʒ à/a m â/a		noun	CROWD
10795	Penange	crowd, large gathering	jà:mbà	jà:mbà	dʒ à:/aː ⁿb à/a		noun	CROWD
10796	PergeTegu	crowd, large gathering	jámâ:	jámâ:	dʒ á/a m â:/aː		noun	CROWD
10797	TogoKan	crowd, large gathering	jà:má	jà:má	dʒ à:/aː m á/a		noun	CROWD
10798	TommoSoTongoTongo	crowd, large gathering	jàmáá	jàmáá	dʒ à/a m áá/aː		noun	CROWD
10799	ToroTegu	crowd, large gathering	zàwⁿá	zàwⁿá	z àwⁿ/ãu á/a		noun	CROWD
10800	YandaDom	crowd, large gathering	zàmbá	zàmbá	z à/a ⁿb á/a		noun	CROWD
10801	YornoSo	crowd, large gathering	jàwⁿâ:	jàwⁿâ:	dʒ àwⁿ/ãu â:/aː		noun	CROWD
4991	BankanTey	cultivated field (for millet etc.) (general word)	ɲírⁿà:	ɲírⁿà:	ɲ/ɲ í/i r̃ à:/aː		noun	FIELD
4992	BenTey	cultivated field (for millet etc.) (general word)	írⁿà	írⁿà	í/i r̃ à/a		noun	FIELD
4993	Bunoge	cultivated field (for millet etc.) (general word)	bìlà	bìlà	b ì/i l à/a		noun	FIELD
4994	DogulDomBendiely	cultivated field (for millet etc.) (general word)	ɔ́ŋùnù	ɔ́ŋùnù	ɔ́/ɔ ŋ ù/u n ù/u		noun	FIELD
4995	DogulDomKundialang	cultivated field (for millet etc.) (general word)	yàlá:	yàlá:	j à/a l á:/aː		noun	FIELD
4996	DonnoSo	cultivated field (for millet etc.) (general word)	mìnnɛ́	mìnnɛ́	m ì/i n n ɛ́/ɛ		noun	FIELD
4997	Gourou	cultivated field (for millet etc.) (general word)	ègú	ègú	è/e ɡ ú/u		noun	FIELD
4998	JamsayDouentza	cultivated field (for millet etc.) (general word)	èjú	èjú	è/e dʒ ú/u		noun	FIELD
4999	JamsayMondoro	cultivated field (for millet etc.) (general word)	èjú	èjú	è/e dʒ ú/u		noun	FIELD
5000	Mombo	cultivated field (for millet etc.) (general word)	yàlà kúbyè	yàlà_kúbyè	j à/a l à/a + k ú/u b j è/e		noun	FIELD
5001	Najamba	cultivated field (for millet etc.) (general word)	yàlî:ŋgè\\yàlî:	yàlî:ŋgè	j à/a l î:/iː ŋ ɡ è/e		noun	FIELD
5002	Nanga	cultivated field (for millet etc.) (general word)	ńnâ, ínâ	ńnâ	ń/n n â/a		noun	FIELD
5003	Penange	cultivated field (for millet etc.) (general word)	yàlà	yàlà	j à/a l à/a		noun	FIELD
5004	PergeTegu	cultivated field (for millet etc.) (general word)	wòrú	wòrú	w ò/o r ú/u		noun	FIELD
5005	TebulUre	cultivated field (for millet etc.) (general word)	ándá, wòlgó\\wòlé:	ándá	á/a ⁿd á/a		noun	FIELD
5006	Tiranige	cultivated field (for millet etc.) (general word)	yálá	yálá	j á/a l á/a		noun	FIELD
5007	TogoKan	cultivated field (for millet etc.) (general word)	wòrú	wòrú	w ò/o r ú/u		noun	FIELD
5008	TommoSoTongoTongo	cultivated field (for millet etc.) (general word)	mìnnɛ́	mìnnɛ́	m ì/i n n ɛ́/ɛ		noun	FIELD
5009	TomoKanSegue	cultivated field (for millet etc.) (general word)	ʔyéy	ʔyéy	ʔ j é/e j		noun	FIELD
5010	ToroTegu	cultivated field (for millet etc.) (general word)	órú	órú	ó/o r ú/u		noun	FIELD
5011	YandaDom	cultivated field (for millet etc.) (general word)	òy, mɛ̀nɛ̀	òy	ò/o j		noun	FIELD
5012	YornoSo	cultivated field (for millet etc.) (general word)	mìnɛ́	mìnɛ́	m ì/i n ɛ́/ɛ		noun	FIELD
9879	BankanTey	curse (sb) (verb only)	zɛ̀wɛ́	zɛ̀wɛ́	z ɛ̀/ɛ w ɛ́/ɛ		verb	CURSE
9880	BenTey	curse (sb) (verb only)	jɛ̀wɛ́	jɛ̀wɛ́	dʒ ɛ̀/ɛ w ɛ́/ɛ		verb	CURSE
9881	Bunoge	curse (sb) (verb only)	yɛ́bɛ̀	yɛ́bɛ̀	j ɛ́/ɛ b ɛ̀/ɛ		verb	CURSE
9882	DogulDomKundialang	curse (sb) (verb only)	jɛ̀bɛ́	jɛ̀bɛ́	dʒ ɛ̀/ɛ b ɛ́/ɛ		verb	CURSE
9883	DonnoSo	curse (sb) (verb only)	jɛ̀bɛ́\\jɛ́bɛ̀	jɛ̀bɛ́	dʒ ɛ̀/ɛ b ɛ́/ɛ		verb	CURSE
9884	JamsayDouentza	curse (sb) (verb only)	jɛ̀wɛ́	jɛ̀wɛ́	dʒ ɛ̀/ɛ w ɛ́/ɛ		verb	CURSE
9885	JamsayMondoro	curse (sb) (verb only)	jɛ̀wɛ́	jɛ̀wɛ́	dʒ ɛ̀/ɛ w ɛ́/ɛ		verb	CURSE
9886	Mombo	curse (sb) (verb only)	gébé	gébé	ɡ é/e b é/e		verb	CURSE
9887	Najamba	curse (sb) (verb only)	sɔ́ŋgɛ́	sɔ́ŋgɛ́	s ɔ́/ɔ ŋ ɡ ɛ́/ɛ		verb	CURSE
9888	Nanga	curse (sb) (verb only)	jɛ̀wɛ́	jɛ̀wɛ́	dʒ ɛ̀/ɛ w ɛ́/ɛ		verb	CURSE
9889	Penange	curse (sb) (verb only)	yɛ́bɛ́	yɛ́bɛ́	j ɛ́/ɛ b ɛ́/ɛ		verb	CURSE
9890	PergeTegu	curse (sb) (verb only)	gɛ̀wɛ́	gɛ̀wɛ́	ɡ ɛ̀/ɛ w ɛ́/ɛ		verb	CURSE
9891	TebulUre	curse (sb) (verb only)	zɛ̀bɛ́ (zɛ̀bɛ́tì)	zɛ̀bɛ́_	z ɛ̀/ɛ b ɛ́/ɛ		verb	CURSE
9892	TogoKan	curse (sb) (verb only)	jɛ̀wɛ́	jɛ̀wɛ́	dʒ ɛ̀/ɛ w ɛ́/ɛ		verb	CURSE
9893	TommoSoTongoTongo	curse (sb) (verb only)	jɛ̀bɛ́	jɛ̀bɛ́	dʒ ɛ̀/ɛ b ɛ́/ɛ		verb	CURSE
9894	ToroTegu	curse (sb) (verb only)	zɛ̌w\\zɛ̀wá	zɛ̌w	z ɛ̌/ɛ w		verb	CURSE
9895	YandaDom	curse (sb) (verb only)	zɛ̀bɛ́\\zèbàlí	zɛ̀bɛ́	z ɛ̀/ɛ b ɛ́/ɛ		verb	CURSE
9896	YornoSo	curse (sb) (verb only)	jɛ̀bɛ́\\jɛ̀bú	jɛ̀bɛ́	dʒ ɛ̀/ɛ b ɛ́/ɛ		verb	CURSE
12720	BankanTey	cut or break (stone) into small pieces	bɛ̀:rí	bɛ̀:rí	b ɛ̀:/ɛː r í/i		verb	CUT
12721	BenTey	cut or break (stone) into small pieces	bɛ̀gɛ̌w\\bɛ̀gɛ́wà	bɛ̀gɛ̌w	b ɛ̀/ɛ ɡ ɛ̌/ɛ w		verb	CUT
12722	JamsayDouentza	cut or break (stone) into small pieces	bɛ̀rgɛ́	bɛ̀rgɛ́	b ɛ̀/ɛ r ɡ ɛ́/ɛ		verb	CUT
12723	Mombo	cut or break (stone) into small pieces	píjágè	píjágè	p í/i dʒ á/a ɡ è/e		verb	CUT
12724	Najamba	cut or break (stone) into small pieces	dǎ: gwé\\gwè	dǎ:_gwé	d ǎ:/aː + ɡ w é/e		verb	CUT
12725	Nanga	cut or break (stone) into small pieces	bɛ̀gɛ́mí	bɛ̀gɛ́mí	b ɛ̀/ɛ ɡ ɛ́/ɛ m í/i		verb	CUT
12726	PergeTegu	cut or break (stone) into small pieces	pɛ́:	pɛ́:	p ɛ́:/ɛː		verb	CUT
12727	TogoKan	cut or break (stone) into small pieces	tɛ́wɛ́	tɛ́wɛ́	t ɛ́/ɛ w ɛ́/ɛ		verb	CUT
12728	TommoSoTongoTongo	cut or break (stone) into small pieces	pɛ́lɛ́	pɛ́lɛ́	p ɛ́/ɛ l ɛ́/ɛ		verb	CUT
12729	ToroTegu	cut or break (stone) into small pieces	wɛ̀skú\\wɛ̀ská	wɛ̀skú	w ɛ̀/ɛ s k ú/u		verb	CUT
12730	YornoSo	cut or break (stone) into small pieces	jɔ̀gɔ́\\jɔ̀gɔ́	jɔ̀gɔ́	dʒ ɔ̀/ɔ ɡ ɔ́/ɔ		verb	CUT
5034	BankanTey	daba (hoe-like tool for weeding, using a pulling action, all types)	wárà	wárà	w á/a r à/a		noun	HOE
5035	BenTey	daba (hoe-like tool for weeding, using a pulling action, all types)	wárà	wárà	w á/a r à/a		noun	HOE
5036	Bunoge	daba (hoe-like tool for weeding, using a pulling action, all types)	dèmbè	dèmbè	d è/e ⁿb è/e		noun	HOE
5037	DogulDomKundialang	daba (hoe-like tool for weeding, using a pulling action, all types)	dàmmáŋ́	dàmmáŋ́	d à/a m m á/a ŋ́/ŋ		noun	HOE
5038	Gourou	daba (hoe-like tool for weeding, using a pulling action, all types)	kɔ̌yⁿ	kɔ̌yⁿ	k ɔ̌/ɔ yⁿ/ỹ		noun	HOE
5039	JamsayDouentza	daba (hoe-like tool for weeding, using a pulling action, all types)	kɔ̌yⁿ	kɔ̌yⁿ	k ɔ̌/ɔ yⁿ/ỹ		noun	HOE
5040	JamsayMondoro	daba (hoe-like tool for weeding, using a pulling action, all types)	kɔ̌yⁿ	kɔ̌yⁿ	k ɔ̌/ɔ yⁿ/ỹ		noun	HOE
5041	Mombo	daba (hoe-like tool for weeding, using a pulling action, all types)	dá:mbè	dá:mbè	d á:/aː ⁿb è/e		noun	HOE
5042	Najamba	daba (hoe-like tool for weeding, using a pulling action, all types)	dàbá\\dàbámbó	dàbá	d à/a b á/a		noun	HOE
5043	Nanga	daba (hoe-like tool for weeding, using a pulling action, all types)	wárâ	wárâ	w á/a r â/a		noun	HOE
5044	Penange	daba (hoe-like tool for weeding, using a pulling action, all types)	dà:mbɛ̀	dà:mbɛ̀	d à:/aː ⁿb ɛ̀/ɛ		noun	HOE
5045	PergeTegu	daba (hoe-like tool for weeding, using a pulling action, all types)	wárá	wárá	w á/a r á/a		noun	HOE
5046	TebulUre	daba (hoe-like tool for weeding, using a pulling action, all types)	àrⁿàwá:	àrⁿàwá:	à/a r̃ à/a w á:/aː		noun	HOE
5047	TogoKan	daba (hoe-like tool for weeding, using a pulling action, all types)	kɔ̌ⁿ	kɔ̌ⁿ	k ɔ̌ⁿ/ɔ̃		noun	HOE
5048	TommoSoTongoTongo	daba (hoe-like tool for weeding, using a pulling action, all types)	dàbá, dàmmá	dàbá	d à/a b á/a		noun	HOE
5049	ToroTegu	daba (hoe-like tool for weeding, using a pulling action, all types)	dàbá	dàbá	d à/a b á/a		noun	HOE
5050	YandaDom	daba (hoe-like tool for weeding, using a pulling action, all types)	wàlá	wàlá	w à/a l á/a		noun	HOE
